district,year,murder
HAILAKANDI,2003,0
JORHAT,2003,0
KAMRUP,2003,0
"KARBI ANGLONG",2003,0
KARIMGANJ,2003,0
LAKHIMPUR,2003,0
MORIGAON,2003,0
N.C.HILLS,2003,0
NAGAON,2003,0
NALBARI,2003,0
R.P.O.,2003,0
SIBSAGAR,2003,0
SONITPUR,2003,0
TINSUKIA,2003,0
ARARIA,2003,0
ARWAL,2003,0
AURANGABAD,2003,0
BAGAHA,2003,0
BANKA,2003,0
BEGUSARAI,2003,0
BETTIAH,2003,0
BHABHUA,2003,0
BHAGALPUR,2003,0
BHOJPUR,2003,0
BUXAR,2003,0
DARBHANGA,2003,0
GAYA,2003,0
GOPALGANJ,2003,0
"JAMALPUR RLY.",2003,0
JAMUI,2003,0
JEHANABAD,2003,0
KATIHAR,2003,0
"KATIHAR RLY.",2003,0
KHAGARIA,2003,0
KISHANGANJ,2003,0
MADHEPURA,2003,0
MADHUBANI,2003,0
MOTIHARI,2003,0
MUNGER,2003,0
MUZAFFARPUR,2003,0
"MUZAFFARPUR RLY.",2003,0
NALANDA,2003,0
NAUGACHIA,2003,0
NAWADAH,2003,0
PATNA,2003,0
"PATNA RLY.",2003,0
PURNEA,2003,0
ROHTAS,2003,0
SAHARSA,2003,0
SAMASTIPUR,2003,0
SHEIKHPURA,2003,0
SHEOHAR,2003,0
SITAMARHI,2003,0
SIWAN,2003,0
SUPAUL,2003,0
VAISHALI,2003,0
BALRAMPUR,2003,0
BIZAPUR,2003,0
DANTEWARA,2003,0
"GRP RAIPUR",2003,0
JANJGIR,2003,0
KABIRDHAM,2003,0
KORBA,2003,0
KORIYA,2003,0
NARAYANPUR,2003,0
RAIGARH,2003,0
RAIPUR,2003,0
RAJNANDGAON,2003,0
SARGUJA,2003,0
"NORTH GOA",2003,0
"SOUTH GOA",2003,0
"AHMEDABAD COMMR.",2003,0
"AHMEDABAD RURAL",2003,0
AHWA-DANG,2003,0
AMRELI,2003,0
BHAVNAGAR,2003,0
DAHOD,2003,0
GANDHINAGAR,2003,0
HIMATNAGAR,2003,0
JAMNAGAR,2003,0
JUNAGADH,2003,0
"KHEDA NORTH",2003,0
MEHSANA,2003,0
NARMADA,2003,0
NAVSARI,2003,0
PANCHMAHAL,2003,0
PATAN,2003,0
PORBANDAR,2003,0
"RAJKOT RURAL",2003,0
"SURAT COMMR.",2003,0
"SURAT RURAL",2003,0
SURENDRANAGAR,2003,0
"VADODARA COMMR.",2003,0
"VADODARA RURAL",2003,0
VALSAD,2003,0
W.RLY,2003,0
AMBALA,2003,0
BHIWANI,2003,0
FARIDABAD,2003,0
FATEHABAD,2003,0
GRP,2003,0
GURGAON,2003,0
HISSAR,2003,0
JHAJJAR,2003,0
JIND,2003,0
KAITHAL,2003,0
KARNAL,2003,0
KURUKSHETRA,2003,0
MAHENDRAGARH,2003,0
PANCHKULA,2003,0
PANIPAT,2003,0
REWARI,2003,0
ROHTAK,2003,0
SIRSA,2003,0
SONIPAT,2003,0
YAMUNANAGAR,2003,0
BILASPUR,2003,0
CHAMBA,2003,0
G.R.P.,2003,0
HAMIRPUR,2003,0
KANGRA,2003,0
KINNAUR,2003,0
KULLU,2003,0
MANDI,2003,0
SHIMLA,2003,0
SIRMAUR,2003,0
SOLAN,2003,0
UNA,2003,0
ANANTNAG,2003,0
AWANTIPORA,2003,0
BARAMULLA,2003,0
BORDER,2003,0
BUDGAM,2003,0
"CRIME JAMMU",2003,0
"CRIME SRINAGAR",2003,0
DODA,2003,0
GANDERBAL,2003,0
HANDWARA,2003,0
JAMMU,2003,0
KARGIL,2003,0
KATHUA,2003,0
KULGAM,2003,0
KUPWARA,2003,0
LEH,2003,0
POONCH,2003,0
PULWAMA,2003,0
RAILWAYS,2003,0
RAJOURI,2003,0
RAMBAN,2003,0
REASI,2003,0
SRINAGAR,2003,0
UDHAMPUR,2003,0
BOKARO,2003,0
CHAIBASA,2003,0
CHATRA,2003,0
DEOGHAR,2003,0
DHANBAD,2003,0
"DHANBAD RLY.",2003,0
DUMKA,2003,0
GARHWA,2003,0
GODDA,2003,0
GUMLA,2003,0
HAZARIBAGH,2003,0
JAMSHEDPUR,2003,0
"JAMSHEDPUR RLY.",2003,0
KODERMA,2003,0
LATEHAR,2003,0
LOHARDAGGA,2003,0
PALAMU,2003,0
RANCHI,2003,0
SARAIKELA,2003,0
BAGALKOT,2003,0
"BANGALORE COMMR.",2003,0
"BANGALORE RURAL",2003,0
BELGAUM,2003,0
BELLARY,2003,0
BIDAR,2003,0
BIJAPUR,2003,0
CHAMARAJNAGAR,2003,0
CHICKMAGALUR,2003,0
CHITRADURGA,2003,0
"DAKSHIN KANNADA",2003,0
DAVANAGERE,2003,0
"DHARWAD COMMR.",2003,0
GADAG,2003,0
HASSAN,2003,0
HAVERI,2003,0
K.G.F.,2003,0
KOLAR,2003,0
KOPPAL,2003,0
MANDYA,2003,0
"MYSORE COMMR.",2003,0
"MYSORE RURAL",2003,0
RAILWAYS,2003,0
SHIMOGA,2003,0
TUMKUR,2003,0
UDUPI,2003,0
"UTTAR KANNADA",2003,0
ALAPUZHA,2003,0
CBCID,2003,0
"ERNAKULAM COMMR.",2003,0
"ERNAKULAM RURAL",2003,0
IDUKKI,2003,0
KANNUR,2003,0
KASARGOD,2003,0
KOLLAM,2003,0
KOTTAYAM,2003,0
"KOZHIKODE COMMR.",2003,0
"KOZHIKODE RURAL",2003,0
MALAPPURAM,2003,0
PALAKKAD,2003,0
PATHANAMTHITTA,2003,0
RAILWAYS,2003,0
THRISSUR,2003,0
"TRIVANDRUM COMMR.",2003,0
"TRIVANDRUM RURAL",2003,0
WAYANADU,2003,0
ANUPPUR,2003,0
"ASHOK NAGAR",2003,0
BALAGHAT,2003,0
BHIND,2003,0
BHOPAL,2003,0
"BHOPAL RLY.",2003,0
BURHANPUR,2003,0
CHHATARPUR,2003,0
CHHINDWARA,2003,0
DAMOH,2003,0
DATIYA,2003,0
DEWAS,2003,0
GWALIOR,2003,0
HARDA,2003,0
"INDORE RLY.",2003,0
JABALPUR,2003,0
"JABALPUR RLY.",2003,0
JHABUA,2003,0
KATNI,2003,0
KHARGON,2003,0
MANDSAUR,2003,0
MORENA,2003,0
NEEMUCH,2003,0
RAISEN,2003,0
RATLAM,2003,0
REWA,2003,0
SAGAR,2003,0
SATNA,2003,0
SHAJAPUR,2003,0
TIKAMGARH,2003,0
UJJAIN,2003,0
VIDISHA,2003,0
AHMEDNAGAR,2003,0
AKOLA,2003,0
"AMRAVATI COMMR.",2003,0
"AMRAVATI RURAL",2003,0
"AURANGABAD COMMR.",2003,0
"AURANGABAD RURAL",2003,0
BEED,2003,0
BHANDARA,2003,0
CHANDRAPUR,2003,0
DHULE,2003,0
GADCHIROLI,2003,0
GONDIA,2003,0
HINGOLI,2003,0
JALGAON,2003,0
KOLHAPUR,2003,0
LATUR,2003,0
MUMBAI,2003,0
"MUMBAI RLY.",2003,0
"NAGPUR COMMR.",2003,0
"NAGPUR RLY.",2003,0
"NAGPUR RURAL",2003,0
NANDED,2003,0
"NASIK COMMR.",2003,0
"NAVI MUMBAI",2003,0
PARBHANI,2003,0
"PUNE COMMR.",2003,0
"PUNE RLY.",2003,0
RAIGAD,2003,0
RATNAGIRI,2003,0
SANGLI,2003,0
SATARA,2003,0
SINDHUDURG,2003,0
"SOLAPUR COMMR.",2003,0
"SOLAPUR RURAL",2003,0
"THANE COMMR.",2003,0
"THANE RURAL",2003,0
WARDHA,2003,0
WASHIM,2003,0
BISHNUPUR,2003,0
CHANDEL,2003,0
CHURACHANDPUR,2003,0
SENAPATI,2003,0
TAMENGLONG,2003,0
THOUBAL,2003,0
UKHRUL,2003,0
"GARO HILLS EAST",2003,0
"GARO HILLS SOUTH",2003,0
"GARO HILLS WEST",2003,0
"JAINTIA HILLS",2003,0
"KHASI HILLS EAST",2003,0
"KHASI HILLS WEST",2003,0
RI-BHOI,2003,0
AIZAWL,2003,0
CHAMPHAI,2003,0
KOLASIB,2003,0
LAWNGTLAI,2003,0
LUNGLEI,2003,0
MAMIT,2003,0
SAIHA,2003,0
SERCHHIP,2003,0
DIMAPUR,2003,0
KIPHIRE,2003,0
MOKOKCHUNG,2003,0
PEREN,2003,0
WOKHA,2003,0
ANGUL,2003,0
BALASORE,2003,0
BARAGARH,2003,0
BERHAMPUR,2003,0
BHADRAK,2003,0
BOUDH,2003,0
CUTTACK,2003,0
DEOGARH,2003,0
DHENKANAL,2003,0
GAJAPATI,2003,0
JAGATSINGHPUR,2003,0
JAJPUR,2003,0
JHARSUGUDA,2003,0
KALAHANDI,2003,0
KENDRAPARA,2003,0
KHURDA,2003,0
KORAPUT,2003,0
MALKANGIR,2003,0
NAYAGARH,2003,0
NOWRANGPUR,2003,0
NUAPADA,2003,0
PURI,2003,0
RAYAGADA,2003,0
ROURKELA,2003,0
SAMBALPUR,2003,0
SONEPUR,2003,0
SRP(CUTTACK),2003,0
SRP(ROURKELA),2003,0
AMRITSAR,2003,0
BARNALA,2003,0
BATALA,2003,0
BHATINDA,2003,0
FARIDKOT,2003,0
"FATEHGARH SAHIB",2003,0
FEROZEPUR,2003,0
G.R.P,2003,0
GURDASPUR,2003,0
HOSHIARPUR,2003,0
JAGRAON,2003,0
JALANDHAR,2003,0
KAPURTHALA,2003,0
KHANNA,2003,0
LUDHIANA,2003,0
MAJITHA,2003,0
MANSA,2003,0
MOGA,2003,0
MUKTSAR,2003,0
"NAWAN SHAHR",2003,0
PATIALA,2003,0
ROPAR,2003,0
SANGRUR,2003,0
"TARN TARAN",2003,0
AJMER,2003,0
ALWAR,2003,0
BARMER,2003,0
BHILWARA,2003,0
BIKANER,2003,0
BUNDI,2003,0
CHITTORGARH,2003,0
CHURU,2003,0
DHOLPUR,2003,0
DUNGARPUR,2003,0
G.R.P.,2003,0
GANGANAGAR,2003,0
HANUMANGARH,2003,0
JAIPUR,2003,0
JAISALMER,2003,0
JALORE,2003,0
JODHPUR,2003,0
KARAULI,2003,0
NAGAUR,2003,0
RAJSAMAND,2003,0
SIKAR,2003,0
SIROHI,2003,0
TONK,2003,0
UDAIPUR,2003,0
NORTH,2003,0
SOUTH,2003,0
WEST,2003,0
CHENGAI,2003,0
CHENNAI,2003,0
"CHENNAI RLY.",2003,0
"COIMBATORE RURAL",2003,0
"COIMBATORE URBAN",2003,0
CUDDALORE,2003,0
DHARMAPURI,2003,0
DINDIGUL,2003,0
ERODE,2003,0
KANCHIPURAM,2003,0
KANYAKUMARI,2003,0
KARUR,2003,0
"MADURAI RURAL",2003,0
"MADURAI URBAN",2003,0
NAGAPATTINAM,2003,0
NAMAKKAL,2003,0
NILGIRIS,2003,0
PERAMBALUR,2003,0
PUDUKOTTAI,2003,0
RAMNATHAPURAM,2003,0
"SALEM RURAL",2003,0
"SALEM URBAN",2003,0
SIVAGANGAI,2003,0
THANJAVUR,2003,0
THENI,2003,0
"THIRUNELVELI RURAL",2003,0
"THIRUNELVELI URBAN",2003,0
THIRUVALLUR,2003,0
THIRUVANNAMALAI,2003,0
THIRUVARUR,2003,0
THOOTHUGUDI,2003,0
"TRICHY RLY.",2003,0
"TRICHY RURAL",2003,0
"TRICHY URBAN",2003,0
VELLORE,2003,0
VILLUPURAM,2003,0
VIRUDHUNAGAR,2003,0
DHALAI,2003,0
NORTH,2003,0
SOUTH,2003,0
WEST,2003,0
AGRA,2003,0
ALIGARH,2003,0
ALLAHABAD,2003,0
"AMBEDKAR NAGAR",2003,0
AURAIYA,2003,0
AZAMGARH,2003,0
BADAUN,2003,0
BAGHPAT,2003,0
BAHRAICH,2003,0
BALLIA,2003,0
BALRAMPUR,2003,0
BANDA,2003,0
BARABANKI,2003,0
BAREILLY,2003,0
BASTI,2003,0
BIJNOR,2003,0
BULANDSHAHAR,2003,0
CHANDOLI,2003,0
"CHITRAKOOT DHAM",2003,0
DEORIA,2003,0
ETAH,2003,0
ETAWAH,2003,0
FAIZABAD,2003,0
FATEHGARH,2003,0
FATEHPUR,2003,0
FIROZABAD,2003,0
G.R.P.,2003,0
"GAUTAMBUDH NAGAR",2003,0
GHAZIABAD,2003,0
GHAZIPUR,2003,0
GONDA,2003,0
GORAKHPUR,2003,0
HAMIRPUR,2003,0
HARDOI,2003,0
HATHRAS,2003,0
J.P.NAGAR,2003,0
JALAUN,2003,0
JAUNPUR,2003,0
JHANSI,2003,0
KANNAUJ,2003,0
"KANPUR DEHAT",2003,0
"KANPUR NAGAR",2003,0
KAUSHAMBI,2003,0
KHIRI,2003,0
"KUSHI NAGAR",2003,0
LALITPUR,2003,0
LUCKNOW,2003,0
MAHARAJGANJ,2003,0
MAHOBA,2003,0
MAINPURI,2003,0
MATHURA,2003,0
MAU,2003,0
MEERUT,2003,0
MIRZAPUR,2003,0
MORADABAD,2003,0
MUZAFFARNAGAR,2003,0
PILIBHIT,2003,0
PRATAPGARH,2003,0
RAIBAREILLY,2003,0
RAMPUR,2003,0
SAHARANPUR,2003,0
"SANT KABIRNAGAR",2003,0
SHAHJAHANPUR,2003,0
SHRAWASTI,2003,0
SIDHARTHNAGAR,2003,0
SITAPUR,2003,0
SONBHADRA,2003,0
ST.RAVIDASNAGAR,2003,0
SULTANPUR,2003,0
UNNAO,2003,0
VARANASI,2003,0
ALMORA,2003,0
BAGESHWAR,2003,0
CHAMOLI,2003,0
CHAMPAWAT,2003,0
DEHRADUN,2003,0
HARIDWAR,2003,0
NAINITAL,2003,0
"PAURI GARHWAL",2003,0
PITHORAGARH,2003,0
"RUDRA PRAYAG",2003,0
"TEHRI GARHWAL",2003,0
UTTARKASHI,2003,0
"24 PARGANAS NORTH",2003,0
"24 PARGANAS SOUTH",2003,0
ASANSOL,2003,0
BANKURA,2003,0
BIRBHUM,2003,0
BURDWAN,2003,0
COOCHBEHAR,2003,0
"DAKSHIN DINAJPUR",2003,0
DARJEELING,2003,0
HOOGHLY,2003,0
HOWRAH,2003,0
"HOWRAH CITY",2003,0
"HOWRAH G.R.P.",2003,0
JALPAIGURI,2003,0
"KHARAGPUR G.R.P.",2003,0
KOLKATA,2003,0
MALDA,2003,0
MURSHIDABAD,2003,0
NADIA,2003,0
"PASCHIM MIDNAPUR",2003,0
"PURAB MIDNAPUR",2003,0
PURULIA,2003,0
"SEALDAH G.R.P.",2003,0
"SILIGURI G.R.P.",2003,0
"UTTAR DINAJPUR",2003,0
ANDAMAN,2003,0
NICOBAR,2003,0
CHANDIGARH,2003,0
DAMAN,2003,0
DIU,2003,0
CENTRAL,2003,0
EAST,2003,0
GRP(RLY),2003,0
"IGI AIRPORT",2003,0
"NEW DELHI",2003,0
NORTH,2003,0
NORTH-EAST,2003,0
NORTH-WEST,2003,0
SOUTH,2003,0
SOUTH-WEST,2003,0
STF,2003,0
WEST,2003,0
LAKSHADWEEP,2003,0
PONDICHERRY,2003,0
ADILABAD,2004,0
ANANTAPUR,2004,0
CHITTOOR,2004,0
CUDDAPAH,2004,0
CYBERABAD,2004,0
"EAST GODAVARI",2004,0
"GUNTAKAL RLY.",2004,0
"HYDERABAD CITY",2004,0
KARIMNAGAR,2004,0
KRISHNA,2004,0
KURNOOL,2004,0
MEDAK,2004,0
NIZAMABAD,2004,0
PRAKASHAM,2004,0
"RANGA REDDY",2004,0
"SECUNDERABAD RLY.",2004,0
SRIKAKULAM,2004,0
VIJAYAWADA,2004,0
"VIJAYAWADA RLY.",2004,0
"VISAKHA RURAL",2004,0
VISAKHAPATNAM,2004,0
VIZIANAGARAM,2004,0
WARANGAL,2004,0
"WEST GODAVARI",2004,0
"DIBANG VALLEY",2004,0
K/KUMEY,2004,0
"KAMENG EAST",2004,0
"KAMENG WEST",2004,0
LOHIT,2004,0
"PAPUM PARE",2004,0
"SIANG EAST",2004,0
"SIANG UPPER",2004,0
"SIANG WEST",2004,0
"SUBANSIRI LOWER",2004,0
"SUBANSIRI UPPER",2004,0
TAWANG,2004,0
TIRAP,2004,0
BARPETA,2004,0
BONGAIGAON,2004,0
C.I.D.,2004,0
CACHAR,2004,0
DARRANG,2004,0
DHEMAJI,2004,0
DHUBRI,2004,0
DIBRUGARH,2004,0
G.R.P.,2004,0
GOALPARA,2004,0
"GUWAHATI CITY",2004,0
HAILAKANDI,2004,0
JORHAT,2004,0
KAMRUP,2004,0
"KARBI ANGLONG",2004,0
KARIMGANJ,2004,0
KOKRAJHAR,2004,0
LAKHIMPUR,2004,0
MORIGAON,2004,0
N.C.HILLS,2004,0
NAGAON,2004,0
NALBARI,2004,0
R.P.O.,2004,0
SIBSAGAR,2004,0
SONITPUR,2004,0
TINSUKIA,2004,0
ARARIA,2004,0
ARWAL,2004,0
AURANGABAD,2004,0
BAGAHA,2004,0
BANKA,2004,0
BEGUSARAI,2004,0
BETTIAH,2004,0
BHABHUA,2004,0
BHAGALPUR,2004,0
BHOJPUR,2004,0
BUXAR,2004,0
DARBHANGA,2004,0
GAYA,2004,0
GOPALGANJ,2004,0
"JAMALPUR RLY.",2004,0
JAMUI,2004,0
JEHANABAD,2004,0
KATIHAR,2004,0
"KATIHAR RLY.",2004,0
KHAGARIA,2004,0
KISHANGANJ,2004,0
LAKHISARAI,2004,0
MADHEPURA,2004,0
MADHUBANI,2004,0
MOTIHARI,2004,0
MUNGER,2004,0
MUZAFFARPUR,2004,0
"MUZAFFARPUR RLY.",2004,0
NALANDA,2004,0
NAUGACHIA,2004,0
NAWADAH,2004,0
PATNA,2004,0
"PATNA RLY.",2004,0
PURNEA,2004,0
ROHTAS,2004,0
SAHARSA,2004,0
SAMASTIPUR,2004,0
SARAN,2004,0
SHEIKHPURA,2004,0
SHEOHAR,2004,0
SITAMARHI,2004,0
SIWAN,2004,0
SUPAUL,2004,0
VAISHALI,2004,0
BALRAMPUR,2004,0
BILASPUR,2004,0
BIZAPUR,2004,0
DANTEWARA,2004,0
DHAMTARI,2004,0
"GRP RAIPUR",2004,0
JASHPUR,2004,0
NARAYANPUR,2004,0
RAIGARH,2004,0
SARGUJA,2004,0
"NORTH GOA",2004,0
"SOUTH GOA",2004,0
"AHMEDABAD COMMR.",2004,0
"AHMEDABAD RURAL",2004,0
AHWA-DANG,2004,0
AMRELI,2004,0
ANAND,2004,0
BHAVNAGAR,2004,0
DAHOD,2004,0
GANDHINAGAR,2004,0
JAMNAGAR,2004,0
"KHEDA NORTH",2004,0
KUTCH,2004,0
MEHSANA,2004,0
NARMADA,2004,0
PALANPUR,2004,0
PANCHMAHAL,2004,0
PATAN,2004,0
PORBANDAR,2004,0
"RAJKOT COMMR.",2004,0
"RAJKOT RURAL",2004,0
"SURAT COMMR.",2004,0
"SURAT RURAL",2004,0
SURENDRANAGAR,2004,0
"VADODARA COMMR.",2004,0
W.RLY,2004,0
AMBALA,2004,0
BHIWANI,2004,0
FARIDABAD,2004,0
FATEHABAD,2004,0
GRP,2004,0
GURGAON,2004,0
HISSAR,2004,0
JHAJJAR,2004,0
JIND,2004,0
KAITHAL,2004,0
KARNAL,2004,0
KURUKSHETRA,2004,0
MAHENDRAGARH,2004,0
PANCHKULA,2004,0
PANIPAT,2004,0
REWARI,2004,0
ROHTAK,2004,0
SIRSA,2004,0
SONIPAT,2004,0
YAMUNANAGAR,2004,0
BILASPUR,2004,0
CHAMBA,2004,0
G.R.P.,2004,0
HAMIRPUR,2004,0
KANGRA,2004,0
KINNAUR,2004,0
KULLU,2004,0
LAHAUL-SPITI,2004,0
MANDI,2004,0
SHIMLA,2004,0
SIRMAUR,2004,0
SOLAN,2004,0
UNA,2004,0
ANANTNAG,2004,0
AWANTIPORA,2004,0
BARAMULLA,2004,0
BORDER,2004,0
BUDGAM,2004,0
"CRIME JAMMU",2004,0
"CRIME SRINAGAR",2004,0
DODA,2004,0
GANDERBAL,2004,0
HANDWARA,2004,0
JAMMU,2004,0
KARGIL,2004,0
KATHUA,2004,0
KULGAM,2004,0
KUPWARA,2004,0
LEH,2004,0
POONCH,2004,0
PULWAMA,2004,0
RAILWAYS,2004,0
RAJOURI,2004,0
RAMBAN,2004,0
REASI,2004,0
SRINAGAR,2004,0
UDHAMPUR,2004,0
BOKARO,2004,0
CHAIBASA,2004,0
DEOGHAR,2004,0
"DHANBAD RLY.",2004,0
GODDA,2004,0
HAZARIBAGH,2004,0
JAMSHEDPUR,2004,0
"JAMSHEDPUR RLY.",2004,0
KODERMA,2004,0
LATEHAR,2004,0
LOHARDAGGA,2004,0
PAKUR,2004,0
SARAIKELA,2004,0
SIMDEGA,2004,0
"BANGALORE COMMR.",2004,0
"BANGALORE RURAL",2004,0
BELGAUM,2004,0
BELLARY,2004,0
BIDAR,2004,0
BIJAPUR,2004,0
CHAMARAJNAGAR,2004,0
CHICKMAGALUR,2004,0
"DAKSHIN KANNADA",2004,0
DAVANAGERE,2004,0
"DHARWAD COMMR.",2004,0
"DHARWAD RURAL",2004,0
GADAG,2004,0
GULBARGA,2004,0
HASSAN,2004,0
HAVERI,2004,0
K.G.F.,2004,0
KODAGU,2004,0
KOLAR,2004,0
KOPPAL,2004,0
MANDYA,2004,0
"MYSORE COMMR.",2004,0
"MYSORE RURAL",2004,0
RAICHUR,2004,0
RAILWAYS,2004,0
SHIMOGA,2004,0
TUMKUR,2004,0
UDUPI,2004,0
"UTTAR KANNADA",2004,0
ALAPUZHA,2004,0
CBCID,2004,0
"ERNAKULAM COMMR.",2004,0
"ERNAKULAM RURAL",2004,0
IDUKKI,2004,0
KANNUR,2004,0
KOLLAM,2004,0
KOTTAYAM,2004,0
"KOZHIKODE COMMR.",2004,0
"KOZHIKODE RURAL",2004,0
MALAPPURAM,2004,0
PALAKKAD,2004,0
PATHANAMTHITTA,2004,0
RAILWAYS,2004,0
THRISSUR,2004,0
"TRIVANDRUM COMMR.",2004,0
"TRIVANDRUM RURAL",2004,0
ANUPPUR,2004,0
"ASHOK NAGAR",2004,0
BARWANI,2004,0
"BHOPAL RLY.",2004,0
BURHANPUR,2004,0
CHHATARPUR,2004,0
DATIYA,2004,0
DINDORI,2004,0
GUNA,2004,0
GWALIOR,2004,0
HARDA,2004,0
HOSHANGABAD,2004,0
INDORE,2004,0
"INDORE RLY.",2004,0
"JABALPUR RLY.",2004,0
JHABUA,2004,0
KATNI,2004,0
MANDSAUR,2004,0
MORENA,2004,0
NARSINGHPUR,2004,0
NEEMUCH,2004,0
RAISEN,2004,0
RAJGARH,2004,0
RATLAM,2004,0
SHAJAPUR,2004,0
UJJAIN,2004,0
AHMEDNAGAR,2004,0
AKOLA,2004,0
"AMRAVATI COMMR.",2004,0
"AURANGABAD COMMR.",2004,0
"AURANGABAD RURAL",2004,0
BEED,2004,0
BHANDARA,2004,0
BULDHANA,2004,0
CHANDRAPUR,2004,0
DHULE,2004,0
GADCHIROLI,2004,0
GONDIA,2004,0
HINGOLI,2004,0
JALGAON,2004,0
JALNA,2004,0
KOLHAPUR,2004,0
LATUR,2004,0
MUMBAI,2004,0
"MUMBAI RLY.",2004,0
"NAGPUR COMMR.",2004,0
"NAGPUR RLY.",2004,0
"NAGPUR RURAL",2004,0
NANDED,2004,0
NANDURBAR,2004,0
"NASIK COMMR.",2004,0
"NASIK RURAL",2004,0
"NAVI MUMBAI",2004,0
OSMANABAD,2004,0
"PUNE COMMR.",2004,0
"PUNE RLY.",2004,0
RAIGAD,2004,0
RATNAGIRI,2004,0
SANGLI,2004,0
SATARA,2004,0
SINDHUDURG,2004,0
"SOLAPUR COMMR.",2004,0
"SOLAPUR RURAL",2004,0
"THANE COMMR.",2004,0
WARDHA,2004,0
WASHIM,2004,0
YAVATMAL,2004,0
BISHNUPUR,2004,0
CHANDEL,2004,0
CHURACHANDPUR,2004,0
IMPHAL(EAST),2004,0
IMPHAL(WEST),2004,0
SENAPATI,2004,0
TAMENGLONG,2004,0
THOUBAL,2004,0
UKHRUL,2004,0
"GARO HILLS EAST",2004,0
"GARO HILLS SOUTH",2004,0
"GARO HILLS WEST",2004,0
"JAINTIA HILLS",2004,0
"KHASI HILLS EAST",2004,0
"KHASI HILLS WEST",2004,0
RI-BHOI,2004,0
AIZAWL,2004,0
CHAMPHAI,2004,0
KOLASIB,2004,0
LAWNGTLAI,2004,0
LUNGLEI,2004,0
MAMIT,2004,0
SAIHA,2004,0
SERCHHIP,2004,0
DIMAPUR,2004,0
KIPHIRE,2004,0
KOHIMA,2004,0
MOKOKCHUNG,2004,0
MON,2004,0
PEREN,2004,0
PHEK,2004,0
TUENSANG,2004,0
WOKHA,2004,0
ZUNHEBOTO,2004,0
ANGUL,2004,0
BALASORE,2004,0
BERHAMPUR,2004,0
BHADRAK,2004,0
BOUDH,2004,0
CUTTACK,2004,0
DEOGARH,2004,0
GAJAPATI,2004,0
GANJAM,2004,0
JAGATSINGHPUR,2004,0
JAJPUR,2004,0
JHARSUGUDA,2004,0
KENDRAPARA,2004,0
KHURDA,2004,0
KORAPUT,2004,0
MAYURBHANJ,2004,0
NAYAGARH,2004,0
NUAPADA,2004,0
PURI,2004,0
ROURKELA,2004,0
SONEPUR,2004,0
SRP(CUTTACK),2004,0
SRP(ROURKELA),2004,0
SUNDARGARH,2004,0
AMRITSAR,2004,0
BARNALA,2004,0
BATALA,2004,0
BHATINDA,2004,0
FARIDKOT,2004,0
"FATEHGARH SAHIB",2004,0
FEROZPUR,2004,0
G.R.P,2004,0
GURDASPUR,2004,0
HOSHIARPUR,2004,0
JAGRAON,2004,0
JALANDHAR,2004,0
KAPURTHALA,2004,0
KHANNA,2004,0
LUDHIANA,2004,0
MAJITHA,2004,0
MANSA,2004,0
MOGA,2004,0
MUKTSAR,2004,0
"NAWAN SHAHR",2004,0
PATIALA,2004,0
ROPAR,2004,0
SANGRUR,2004,0
"TARN TARAN",2004,0
AJMER,2004,0
BIKANER,2004,0
CHITTORGARH,2004,0
CHURU,2004,0
DAUSA,2004,0
DHOLPUR,2004,0
DUNGARPUR,2004,0
G.R.P.,2004,0
GANGANAGAR,2004,0
HANUMANGARH,2004,0
JAISALMER,2004,0
JHALAWAR,2004,0
JHUNJHUNU,2004,0
JODHPUR,2004,0
KARAULI,2004,0
KOTA,2004,0
NAGAUR,2004,0
PALI,2004,0
RAJSAMAND,2004,0
"SAWAI MADHOPUR",2004,0
SIKAR,2004,0
SIROHI,2004,0
TONK,2004,0
NORTH,2004,0
SOUTH,2004,0
WEST,2004,0
CHENGAI,2004,0
CHENNAI,2004,0
"CHENNAI RLY.",2004,0
"COIMBATORE RURAL",2004,0
"COIMBATORE URBAN",2004,0
CUDDALORE,2004,0
DHARMAPURI,2004,0
DINDIGUL,2004,0
ERODE,2004,0
KANCHIPURAM,2004,0
KANYAKUMARI,2004,0
KARUR,2004,0
KRISHNAGIRI,2004,0
"MADURAI RURAL",2004,0
"MADURAI URBAN",2004,0
NAGAPATTINAM,2004,0
NAMAKKAL,2004,0
NILGIRIS,2004,0
PERAMBALUR,2004,0
PUDUKOTTAI,2004,0
RAMNATHAPURAM,2004,0
"SALEM RURAL",2004,0
"SALEM URBAN",2004,0
SIVAGANGAI,2004,0
THANJAVUR,2004,0
THENI,2004,0
"THIRUNELVELI RURAL",2004,0
"THIRUNELVELI URBAN",2004,0
THIRUVALLUR,2004,0
THIRUVANNAMALAI,2004,0
THIRUVARUR,2004,0
THOOTHUGUDI,2004,0
"TRICHY RLY.",2004,0
"TRICHY RURAL",2004,0
"TRICHY URBAN",2004,0
VELLORE,2004,0
VILLUPURAM,2004,0
VIRUDHUNAGAR,2004,0
DHALAI,2004,0
NORTH,2004,0
SOUTH,2004,0
WEST,2004,0
AGRA,2004,0
ALIGARH,2004,0
ALLAHABAD,2004,0
"AMBEDKAR NAGAR",2004,0
AURAIYA,2004,0
AZAMGARH,2004,0
BADAUN,2004,0
BAGHPAT,2004,0
BAHRAICH,2004,0
BALLIA,2004,0
BALRAMPUR,2004,0
BANDA,2004,0
