district,murder,year
"AURANGABAD RURAL",0,2004
BEED,0,2004
BHANDARA,0,2004
BULDHANA,0,2004
CHANDRAPUR,0,2004
DHULE,0,2004
GADCHIROLI,0,2004
GONDIA,0,2004
HINGOLI,0,2004
JALGAON,0,2004
JALNA,0,2004
KOLHAPUR,0,2004
LATUR,0,2004
MUMBAI,0,2004
"MUMBAI RLY.",0,2004
"NAGPUR COMMR.",0,2004
"NAGPUR RLY.",0,2004
"NAGPUR RURAL",0,2004
NANDED,0,2004
NANDURBAR,0,2004
"NASIK COMMR.",0,2004
"NASIK RURAL",0,2004
"NAVI MUMBAI",0,2004
OSMANABAD,0,2004
"PUNE COMMR.",0,2004
"PUNE RLY.",0,2004
RAIGAD,0,2004
RATNAGIRI,0,2004
SANGLI,0,2004
SATARA,0,2004
SINDHUDURG,0,2004
"SOLAPUR COMMR.",0,2004
"SOLAPUR RURAL",0,2004
"THANE COMMR.",0,2004
WARDHA,0,2004
WASHIM,0,2004
YAVATMAL,0,2004
BISHNUPUR,0,2004
CHANDEL,0,2004
CHURACHANDPUR,0,2004
IMPHAL(EAST),0,2004
IMPHAL(WEST),0,2004
SENAPATI,0,2004
TAMENGLONG,0,2004
THOUBAL,0,2004
UKHRUL,0,2004
"GARO HILLS EAST",0,2004
"GARO HILLS SOUTH",0,2004
"GARO HILLS WEST",0,2004
"JAINTIA HILLS",0,2004
"KHASI HILLS EAST",0,2004
"KHASI HILLS WEST",0,2004
RI-BHOI,0,2004
AIZAWL,0,2004
CHAMPHAI,0,2004
KOLASIB,0,2004
LAWNGTLAI,0,2004
LUNGLEI,0,2004
MAMIT,0,2004
SAIHA,0,2004
SERCHHIP,0,2004
DIMAPUR,0,2004
KIPHIRE,0,2004
KOHIMA,0,2004
MOKOKCHUNG,0,2004
MON,0,2004
PEREN,0,2004
PHEK,0,2004
TUENSANG,0,2004
WOKHA,0,2004
ZUNHEBOTO,0,2004
ANGUL,0,2004
BALASORE,0,2004
BERHAMPUR,0,2004
BHADRAK,0,2004
BOUDH,0,2004
CUTTACK,0,2004
DEOGARH,0,2004
GAJAPATI,0,2004
GANJAM,0,2004
JAGATSINGHPUR,0,2004
JAJPUR,0,2004
JHARSUGUDA,0,2004
KENDRAPARA,0,2004
KHURDA,0,2004
KORAPUT,0,2004
MAYURBHANJ,0,2004
NAYAGARH,0,2004
NUAPADA,0,2004
PURI,0,2004
ROURKELA,0,2004
SONEPUR,0,2004
SRP(CUTTACK),0,2004
SRP(ROURKELA),0,2004
SUNDARGARH,0,2004
AMRITSAR,0,2004
BARNALA,0,2004
BATALA,0,2004
BHATINDA,0,2004
FARIDKOT,0,2004
"FATEHGARH SAHIB",0,2004
FEROZPUR,0,2004
G.R.P,0,2004
GURDASPUR,0,2004
HOSHIARPUR,0,2004
JAGRAON,0,2004
JALANDHAR,0,2004
KAPURTHALA,0,2004
KHANNA,0,2004
LUDHIANA,0,2004
MAJITHA,0,2004
MANSA,0,2004
MOGA,0,2004
MUKTSAR,0,2004
"NAWAN SHAHR",0,2004
PATIALA,0,2004
ROPAR,0,2004
SANGRUR,0,2004
"TARN TARAN",0,2004
AJMER,0,2004
BIKANER,0,2004
CHITTORGARH,0,2004
CHURU,0,2004
DAUSA,0,2004
DHOLPUR,0,2004
DUNGARPUR,0,2004
G.R.P.,0,2004
GANGANAGAR,0,2004
HANUMANGARH,0,2004
JAISALMER,0,2004
JHALAWAR,0,2004
JHUNJHUNU,0,2004
JODHPUR,0,2004
KARAULI,0,2004
KOTA,0,2004
NAGAUR,0,2004
PALI,0,2004
RAJSAMAND,0,2004
"SAWAI MADHOPUR",0,2004
SIKAR,0,2004
SIROHI,0,2004
TONK,0,2004
NORTH,0,2004
SOUTH,0,2004
WEST,0,2004
CHENGAI,0,2004
CHENNAI,0,2004
"CHENNAI RLY.",0,2004
"COIMBATORE RURAL",0,2004
"COIMBATORE URBAN",0,2004
CUDDALORE,0,2004
DHARMAPURI,0,2004
DINDIGUL,0,2004
ERODE,0,2004
KANCHIPURAM,0,2004
KANYAKUMARI,0,2004
KARUR,0,2004
KRISHNAGIRI,0,2004
"MADURAI RURAL",0,2004
"MADURAI URBAN",0,2004
NAGAPATTINAM,0,2004
NAMAKKAL,0,2004
NILGIRIS,0,2004
PERAMBALUR,0,2004
PUDUKOTTAI,0,2004
RAMNATHAPURAM,0,2004
"SALEM RURAL",0,2004
"SALEM URBAN",0,2004
SIVAGANGAI,0,2004
THANJAVUR,0,2004
THENI,0,2004
"THIRUNELVELI RURAL",0,2004
"THIRUNELVELI URBAN",0,2004
THIRUVALLUR,0,2004
THIRUVANNAMALAI,0,2004
THIRUVARUR,0,2004
THOOTHUGUDI,0,2004
"TRICHY RLY.",0,2004
"TRICHY RURAL",0,2004
"TRICHY URBAN",0,2004
VELLORE,0,2004
VILLUPURAM,0,2004
VIRUDHUNAGAR,0,2004
DHALAI,0,2004
NORTH,0,2004
SOUTH,0,2004
WEST,0,2004
AGRA,0,2004
ALIGARH,0,2004
ALLAHABAD,0,2004
"AMBEDKAR NAGAR",0,2004
AURAIYA,0,2004
AZAMGARH,0,2004
BADAUN,0,2004
BAGHPAT,0,2004
BAHRAICH,0,2004
BALLIA,0,2004
BALRAMPUR,0,2004
BANDA,0,2004
BARABANKI,0,2004
BAREILLY,0,2004
BASTI,0,2004
BIJNOR,0,2004
BULANDSHAHAR,0,2004
CHANDOLI,0,2004
"CHITRAKOOT DHAM",0,2004
DEORIA,0,2004
ETAH,0,2004
ETAWAH,0,2004
FAIZABAD,0,2004
FATEHGARH,0,2004
FATEHPUR,0,2004
FIROZABAD,0,2004
G.R.P.,0,2004
"GAUTAMBUDH NAGAR",0,2004
GHAZIABAD,0,2004
GHAZIPUR,0,2004
GONDA,0,2004
GORAKHPUR,0,2004
HAMIRPUR,0,2004
HARDOI,0,2004
HATHRAS,0,2004
J.P.NAGAR,0,2004
JALAUN,0,2004
JAUNPUR,0,2004
JHANSI,0,2004
KANNAUJ,0,2004
"KANPUR DEHAT",0,2004
"KANPUR NAGAR",0,2004
KAUSHAMBI,0,2004
KHIRI,0,2004
"KUSHI NAGAR",0,2004
LALITPUR,0,2004
LUCKNOW,0,2004
MAHARAJGANJ,0,2004
MAHOBA,0,2004
MAINPURI,0,2004
MATHURA,0,2004
MAU,0,2004
MEERUT,0,2004
MIRZAPUR,0,2004
MORADABAD,0,2004
MUZAFFARNAGAR,0,2004
PILIBHIT,0,2004
PRATAPGARH,0,2004
RAIBAREILLY,0,2004
RAMPUR,0,2004
SAHARANPUR,0,2004
"SANT KABIRNAGAR",0,2004
SHAHJAHANPUR,0,2004
SHRAWASTI,0,2004
SIDHARTHNAGAR,0,2004
SITAPUR,0,2004
SONBHADRA,0,2004
ST.RAVIDASNAGAR,0,2004
SULTANPUR,0,2004
UNNAO,0,2004
VARANASI,0,2004
ALMORA,0,2004
BAGESHWAR,0,2004
CHAMOLI,0,2004
CHAMPAWAT,0,2004
DEHRADUN,0,2004
HARIDWAR,0,2004
NAINITAL,0,2004
"PAURI GARHWAL",0,2004
PITHORAGARH,0,2004
"RUDRA PRAYAG",0,2004
"TEHRI GARHWAL",0,2004
"UDHAMSINGH NAGAR",0,2004
UTTARKASHI,0,2004
"24 PARGANAS NORTH",0,2004
"24 PARGANAS SOUTH",0,2004
ASANSOL,0,2004
BANKURA,0,2004
BIRBHUM,0,2004
BURDWAN,0,2004
COOCHBEHAR,0,2004
"DAKSHIN DINAJPUR",0,2004
DARJEELING,0,2004
HOOGHLY,0,2004
HOWRAH,0,2004
"HOWRAH CITY",0,2004
"HOWRAH G.R.P.",0,2004
JALPAIGURI,0,2004
"KHARAGPUR G.R.P.",0,2004
KOLKATA,0,2004
MALDA,0,2004
MURSHIDABAD,0,2004
NADIA,0,2004
"PASCHIM MIDNAPUR",0,2004
"PURAB MIDNAPUR",0,2004
PURULIA,0,2004
"SEALDAH G.R.P.",0,2004
"SILIGURI G.R.P.",0,2004
"UTTAR DINAJPUR",0,2004
ANDAMAN,0,2004
NICOBAR,0,2004
CHANDIGARH,0,2004
DAMAN,0,2004
DIU,0,2004
CENTRAL,0,2004
EAST,0,2004
GRP(RLY),0,2004
"IGI AIRPORT",0,2004
"NEW DELHI",0,2004
NORTH,0,2004
NORTH-EAST,0,2004
NORTH-WEST,0,2004
SOUTH,0,2004
SOUTH-WEST,0,2004
STF,0,2004
WEST,0,2004
LAKSHADWEEP,0,2004
PONDICHERRY,0,2004
ADILABAD,0,2005
ANANTAPUR,0,2005
CHITTOOR,0,2005
CUDDAPAH,0,2005
"EAST GODAVARI",0,2005
"GUNTAKAL RLY.",0,2005
"HYDERABAD CITY",0,2005
KARIMNAGAR,0,2005
KHAMMAM,0,2005
KRISHNA,0,2005
KURNOOL,0,2005
MEDAK,0,2005
NELLORE,0,2005
NIZAMABAD,0,2005
PRAKASHAM,0,2005
"RANGA REDDY",0,2005
"SECUNDERABAD RLY.",0,2005
SRIKAKULAM,0,2005
VIJAYAWADA,0,2005
"VIJAYAWADA RLY.",0,2005
"VISAKHA RURAL",0,2005
VISAKHAPATNAM,0,2005
VIZIANAGARAM,0,2005
CHANGLANG,0,2005
"DIBANG VALLEY",0,2005
K/KUMEY,0,2005
"KAMENG EAST",0,2005
"KAMENG WEST",0,2005
LOHIT,0,2005
"SIANG EAST",0,2005
"SIANG UPPER",0,2005
"SIANG WEST",0,2005
"SUBANSIRI LOWER",0,2005
"SUBANSIRI UPPER",0,2005
TAWANG,0,2005
TIRAP,0,2005
"UPPER DIBANG VALLEY",0,2005
BARPETA,0,2005
BASKA,0,2005
BONGAIGAON,0,2005
C.I.D.,0,2005
CACHAR,0,2005
CHIRANG,0,2005
DARRANG,0,2005
DHUBRI,0,2005
G.R.P.,0,2005
GOALPARA,0,2005
"GUWAHATI CITY",0,2005
HAILAKANDI,0,2005
JORHAT,0,2005
KAMRUP,0,2005
"KARBI ANGLONG",0,2005
KARIMGANJ,0,2005
LAKHIMPUR,0,2005
MORIGAON,0,2005
NAGAON,0,2005
NALBARI,0,2005
R.P.O.,0,2005
SIBSAGAR,0,2005
TINSUKIA,0,2005
ARARIA,0,2005
ARWAL,0,2005
AURANGABAD,0,2005
BAGAHA,0,2005
BANKA,0,2005
BEGUSARAI,0,2005
BETTIAH,0,2005
BHABHUA,0,2005
BHAGALPUR,0,2005
BHOJPUR,0,2005
BUXAR,0,2005
DARBHANGA,0,2005
GAYA,0,2005
GOPALGANJ,0,2005
"JAMALPUR RLY.",0,2005
JAMUI,0,2005
JEHANABAD,0,2005
KATIHAR,0,2005
"KATIHAR RLY.",0,2005
KHAGARIA,0,2005
KISHANGANJ,0,2005
LAKHISARAI,0,2005
MADHEPURA,0,2005
MADHUBANI,0,2005
MOTIHARI,0,2005
MUNGER,0,2005
MUZAFFARPUR,0,2005
"MUZAFFARPUR RLY.",0,2005
NALANDA,0,2005
NAUGACHIA,0,2005
NAWADAH,0,2005
PATNA,0,2005
"PATNA RLY.",0,2005
PURNEA,0,2005
ROHTAS,0,2005
SAHARSA,0,2005
SAMASTIPUR,0,2005
SARAN,0,2005
SHEIKHPURA,0,2005
SHEOHAR,0,2005
SITAMARHI,0,2005
SIWAN,0,2005
SUPAUL,0,2005
VAISHALI,0,2005
BALRAMPUR,0,2005
BILASPUR,0,2005
BIZAPUR,0,2005
DANTEWARA,0,2005
DHAMTARI,0,2005
"GRP RAIPUR",0,2005
JANJGIR,0,2005
JASHPUR,0,2005
KABIRDHAM,0,2005
KORBA,0,2005
MAHASAMUND,0,2005
NARAYANPUR,0,2005
SARGUJA,0,2005
"NORTH GOA",0,2005
"SOUTH GOA",0,2005
"AHMEDABAD COMMR.",0,2005
"AHMEDABAD RURAL",0,2005
AHWA-DANG,0,2005
AMRELI,0,2005
ANAND,0,2005
BHAVNAGAR,0,2005
DAHOD,0,2005
GANDHINAGAR,0,2005
HIMATNAGAR,0,2005
JAMNAGAR,0,2005
JUNAGADH,0,2005
"KHEDA NORTH",0,2005
KUTCH,0,2005
MEHSANA,0,2005
NARMADA,0,2005
NAVSARI,0,2005
PANCHMAHAL,0,2005
PATAN,0,2005
PORBANDAR,0,2005
"RAJKOT COMMR.",0,2005
"RAJKOT RURAL",0,2005
"SURAT COMMR.",0,2005
SURENDRANAGAR,0,2005
"VADODARA RURAL",0,2005
VALSAD,0,2005
W.RLY,0,2005
AMBALA,0,2005
BHIWANI,0,2005
FARIDABAD,0,2005
FATEHABAD,0,2005
GRP,0,2005
GURGAON,0,2005
HISSAR,0,2005
JHAJJAR,0,2005
JIND,0,2005
KAITHAL,0,2005
KARNAL,0,2005
KURUKSHETRA,0,2005
MAHENDRAGARH,0,2005
MEWAT,0,2005
PANCHKULA,0,2005
PANIPAT,0,2005
REWARI,0,2005
ROHTAK,0,2005
SIRSA,0,2005
SONIPAT,0,2005
YAMUNANAGAR,0,2005
BILASPUR,0,2005
CHAMBA,0,2005
G.R.P.,0,2005
HAMIRPUR,0,2005
KANGRA,0,2005
KINNAUR,0,2005
KULLU,0,2005
LAHAUL-SPITI,0,2005
MANDI,0,2005
SHIMLA,0,2005
SIRMAUR,0,2005
SOLAN,0,2005
UNA,0,2005
ANANTNAG,0,2005
AWANTIPORA,0,2005
BARAMULLA,0,2005
BORDER,0,2005
BUDGAM,0,2005
"CRIME JAMMU",0,2005
"CRIME SRINAGAR",0,2005
DODA,0,2005
GANDERBAL,0,2005
HANDWARA,0,2005
JAMMU,0,2005
KARGIL,0,2005
KATHUA,0,2005
KULGAM,0,2005
KUPWARA,0,2005
LEH,0,2005
POONCH,0,2005
PULWAMA,0,2005
RAILWAYS,0,2005
RAJOURI,0,2005
RAMBAN,0,2005
REASI,0,2005
SRINAGAR,0,2005
UDHAMPUR,0,2005
BOKARO,0,2005
CHAIBASA,0,2005
CHATRA,0,2005
DEOGHAR,0,2005
DHANBAD,0,2005
"DHANBAD RLY.",0,2005
DUMKA,0,2005
GARHWA,0,2005
GIRIDIH,0,2005
GODDA,0,2005
GUMLA,0,2005
JAMSHEDPUR,0,2005
"JAMSHEDPUR RLY.",0,2005
JAMTARA,0,2005
LATEHAR,0,2005
LOHARDAGGA,0,2005
PAKUR,0,2005
PALAMU,0,2005
SARAIKELA,0,2005
"BANGALORE COMMR.",0,2005
"BANGALORE RURAL",0,2005
BELGAUM,0,2005
BELLARY,0,2005
BIDAR,0,2005
BIJAPUR,0,2005
CHAMARAJNAGAR,0,2005
CHICKMAGALUR,0,2005
"DAKSHIN KANNADA",0,2005
DAVANAGERE,0,2005
"DHARWAD COMMR.",0,2005
"DHARWAD RURAL",0,2005
GADAG,0,2005
GULBARGA,0,2005
HASSAN,0,2005
HAVERI,0,2005
K.G.F.,0,2005
KODAGU,0,2005
KOLAR,0,2005
KOPPAL,0,2005
MANDYA,0,2005
"MYSORE COMMR.",0,2005
"MYSORE RURAL",0,2005
RAILWAYS,0,2005
SHIMOGA,0,2005
TUMKUR,0,2005
UDUPI,0,2005
"UTTAR KANNADA",0,2005
ALAPUZHA,0,2005
CBCID,0,2005
"ERNAKULAM COMMR.",0,2005
"ERNAKULAM RURAL",0,2005
IDUKKI,0,2005
KANNUR,0,2005
KASARGOD,0,2005
KOLLAM,0,2005
KOTTAYAM,0,2005
"KOZHIKODE COMMR.",0,2005
"KOZHIKODE RURAL",0,2005
MALAPPURAM,0,2005
PATHANAMTHITTA,0,2005
RAILWAYS,0,2005
THRISSUR,0,2005
"TRIVANDRUM COMMR.",0,2005
"TRIVANDRUM RURAL",0,2005
"ASHOK NAGAR",0,2005
BHIND,0,2005
BHOPAL,0,2005
"BHOPAL RLY.",0,2005
BURHANPUR,0,2005
CHHATARPUR,0,2005
DATIYA,0,2005
DINDORI,0,2005
GWALIOR,0,2005
INDORE,0,2005
"INDORE RLY.",0,2005
JABALPUR,0,2005
"JABALPUR RLY.",0,2005
JHABUA,0,2005
MANDSAUR,0,2005
MORENA,0,2005
PANNA,0,2005
RAISEN,0,2005
RAJGARH,0,2005
SHAJAPUR,0,2005
SIDHI,0,2005
UJJAIN,0,2005
UMARIYA,0,2005
AHMEDNAGAR,0,2005
AKOLA,0,2005
"AMRAVATI COMMR.",0,2005
"AMRAVATI RURAL",0,2005
"AURANGABAD COMMR.",0,2005
"AURANGABAD RURAL",0,2005
BEED,0,2005
BHANDARA,0,2005
BULDHANA,0,2005
CHANDRAPUR,0,2005
GADCHIROLI,0,2005
GONDIA,0,2005
HINGOLI,0,2005
JALGAON,0,2005
JALNA,0,2005
KOLHAPUR,0,2005
LATUR,0,2005
MUMBAI,0,2005
"MUMBAI RLY.",0,2005
"NAGPUR COMMR.",0,2005
"NAGPUR RLY.",0,2005
"NAGPUR RURAL",0,2005
NANDED,0,2005
NANDURBAR,0,2005
"NASIK COMMR.",0,2005
"NASIK RURAL",0,2005
"NAVI MUMBAI",0,2005
PARBHANI,0,2005
"PUNE COMMR.",0,2005
"PUNE RLY.",0,2005
RATNAGIRI,0,2005
SANGLI,0,2005
SINDHUDURG,0,2005
"SOLAPUR COMMR.",0,2005
"SOLAPUR RURAL",0,2005
"THANE COMMR.",0,2005
WARDHA,0,2005
BISHNUPUR,0,2005
CHANDEL,0,2005
CHURACHANDPUR,0,2005
IMPHAL(EAST),0,2005
IMPHAL(WEST),0,2005
SENAPATI,0,2005
TAMENGLONG,0,2005
THOUBAL,0,2005
UKHRUL,0,2005
"GARO HILLS EAST",0,2005
"GARO HILLS SOUTH",0,2005
"GARO HILLS WEST",0,2005
"JAINTIA HILLS",0,2005
"KHASI HILLS EAST",0,2005
"KHASI HILLS WEST",0,2005
RI-BHOI,0,2005
AIZAWL,0,2005
CHAMPHAI,0,2005
KOLASIB,0,2005
LAWNGTLAI,0,2005
LUNGLEI,0,2005
MAMIT,0,2005
SAIHA,0,2005
SERCHHIP,0,2005
DIMAPUR,0,2005
KIPHIRE,0,2005
KOHIMA,0,2005
MOKOKCHUNG,0,2005
MON,0,2005
PEREN,0,2005
PHEK,0,2005
TUENSANG,0,2005
WOKHA,0,2005
ZUNHEBOTO,0,2005
ANGUL,0,2005
BALASORE,0,2005
BARAGARH,0,2005
BERHAMPUR,0,2005
BHADRAK,0,2005
BOUDH,0,2005
CUTTACK,0,2005
DEOGARH,0,2005
GAJAPATI,0,2005
GANJAM,0,2005
JAGATSINGHPUR,0,2005
JAJPUR,0,2005
JHARSUGUDA,0,2005
KALAHANDI,0,2005
KENDRAPARA,0,2005
KHURDA,0,2005
KORAPUT,0,2005
MALKANGIR,0,2005
MAYURBHANJ,0,2005
NAYAGARH,0,2005
NOWRANGPUR,0,2005
PURI,0,2005
RAYAGADA,0,2005
ROURKELA,0,2005
SONEPUR,0,2005
SRP(CUTTACK),0,2005
SRP(ROURKELA),0,2005
SUNDARGARH,0,2005
AMRITSAR,0,2005
BARNALA,0,2005
BATALA,0,2005
BHATINDA,0,2005
FARIDKOT,0,2005
"FATEHGARH SAHIB",0,2005
FEROZPUR,0,2005
G.R.P,0,2005
GURDASPUR,0,2005
HOSHIARPUR,0,2005
JAGRAON,0,2005
JALANDHAR,0,2005
KAPURTHALA,0,2005
KHANNA,0,2005
LUDHIANA,0,2005
MAJITHA,0,2005
MANSA,0,2005
MOGA,0,2005
MUKTSAR,0,2005
"NAWAN SHAHR",0,2005
PATIALA,0,2005
ROPAR,0,2005
SANGRUR,0,2005
"TARN TARAN",0,2005
AJMER,0,2005
ALWAR,0,2005
BANSWARA,0,2005
BARAN,0,2005
BARMER,0,2005
BHARATPUR,0,2005
BHILWARA,0,2005
BIKANER,0,2005
BUNDI,0,2005
CHURU,0,2005
DAUSA,0,2005
DHOLPUR,0,2005
DUNGARPUR,0,2005
G.R.P.,0,2005
GANGANAGAR,0,2005
HANUMANGARH,0,2005
JAIPUR,0,2005
JAISALMER,0,2005
JHUNJHUNU,0,2005
JODHPUR,0,2005
KARAULI,0,2005
NAGAUR,0,2005
PALI,0,2005
RAJSAMAND,0,2005
"SAWAI MADHOPUR",0,2005
TONK,0,2005
EAST,0,2005
NORTH,0,2005
SOUTH,0,2005
WEST,0,2005
CHENNAI,0,2005
"CHENNAI RLY.",0,2005
"COIMBATORE RURAL",0,2005
"COIMBATORE URBAN",0,2005
CUDDALORE,0,2005
DHARMAPURI,0,2005
DINDIGUL,0,2005
ERODE,0,2005
KANCHIPURAM,0,2005
KANYAKUMARI,0,2005
KARUR,0,2005
KRISHNAGIRI,0,2005
"MADURAI RURAL",0,2005
"MADURAI URBAN",0,2005
NAGAPATTINAM,0,2005
NAMAKKAL,0,2005
NILGIRIS,0,2005
PERAMBALUR,0,2005
PUDUKOTTAI,0,2005
RAMNATHAPURAM,0,2005
"SALEM RURAL",0,2005
"SALEM URBAN",0,2005
SIVAGANGAI,0,2005
THANJAVUR,0,2005
THENI,0,2005
"THIRUNELVELI RURAL",0,2005
"THIRUNELVELI URBAN",0,2005
THIRUVALLUR,0,2005
THIRUVANNAMALAI,0,2005
THIRUVARUR,0,2005
THOOTHUGUDI,0,2005
"TRICHY RLY.",0,2005
"TRICHY RURAL",0,2005
"TRICHY URBAN",0,2005
VELLORE,0,2005
VILUPPURAM,0,2005
VIRUDHUNAGAR,0,2005
DHALAI,0,2005
NORTH,0,2005
SOUTH,0,2005
WEST,0,2005
AGRA,0,2005
ALIGARH,0,2005
ALLAHABAD,0,2005
"AMBEDKAR NAGAR",0,2005
AURAIYA,0,2005
AZAMGARH,0,2005
BADAUN,0,2005
BAGHPAT,0,2005
BAHRAICH,0,2005
BALLIA,0,2005
BALRAMPUR,0,2005
BANDA,0,2005
BARABANKI,0,2005
BAREILLY,0,2005
BASTI,0,2005
BIJNOR,0,2005
BULANDSHAHAR,0,2005
CHANDOLI,0,2005
"CHITRAKOOT DHAM",0,2005
DEORIA,0,2005
ETAH,0,2005
ETAWAH,0,2005
FAIZABAD,0,2005
FATEHGARH,0,2005
FATEHPUR,0,2005
FIROZABAD,0,2005
G.R.P.,0,2005
"GAUTAMBUDH NAGAR",0,2005
GHAZIABAD,0,2005
GHAZIPUR,0,2005
GONDA,0,2005
GORAKHPUR,0,2005
HAMIRPUR,0,2005
HARDOI,0,2005
HATHRAS,0,2005
J.P.NAGAR,0,2005
JALAUN,0,2005
JAUNPUR,0,2005
JHANSI,0,2005
KANNAUJ,0,2005
"KANPUR DEHAT",0,2005
"KANPUR NAGAR",0,2005
KAUSHAMBI,0,2005
KHIRI,0,2005
"KUSHI NAGAR",0,2005
LALITPUR,0,2005
LUCKNOW,0,2005
MAHARAJGANJ,0,2005
MAHOBA,0,2005
MAINPURI,0,2005
MATHURA,0,2005
MAU,0,2005
MEERUT,0,2005
MIRZAPUR,0,2005
MORADABAD,0,2005
MUZAFFARNAGAR,0,2005
PILIBHIT,0,2005
PRATAPGARH,0,2005
RAIBAREILLY,0,2005
RAMPUR,0,2005
SAHARANPUR,0,2005
"SANT KABIRNAGAR",0,2005
SHAHJAHANPUR,0,2005
SHRAWASTI,0,2005
SIDHARTHNAGAR,0,2005
SITAPUR,0,2005
SONBHADRA,0,2005
ST.RAVIDASNAGAR,0,2005
SULTANPUR,0,2005
UNNAO,0,2005
VARANASI,0,2005
ALMORA,0,2005
BAGESHWAR,0,2005
CHAMOLI,0,2005
CHAMPAWAT,0,2005
DEHRADUN,0,2005
HARIDWAR,0,2005
NAINITAL,0,2005
"PAURI GARHWAL",0,2005
PITHORAGARH,0,2005
"RUDRA PRAYAG",0,2005
"TEHRI GARHWAL",0,2005
"UDHAMSINGH NAGAR",0,2005
UTTARKASHI,0,2005
"24 PARGANAS NORTH",0,2005
"24 PARGANAS SOUTH",0,2005
ASANSOL,0,2005
BANKURA,0,2005
BIRBHUM,0,2005
BURDWAN,0,2005
COOCHBEHAR,0,2005
"DAKSHIN DINAJPUR",0,2005
DARJEELING,0,2005
HOOGHLY,0,2005
HOWRAH,0,2005
"HOWRAH CITY",0,2005
"HOWRAH G.R.P.",0,2005
JALPAIGURI,0,2005
"KHARAGPUR G.R.P.",0,2005
KOLKATA,0,2005
MALDA,0,2005
MURSHIDABAD,0,2005
NADIA,0,2005
"PASCHIM MIDNAPUR",0,2005
"PURAB MIDNAPUR",0,2005
PURULIA,0,2005
"SEALDAH G.R.P.",0,2005
"SILIGURI G.R.P.",0,2005
"UTTAR DINAJPUR",0,2005
ANDAMAN,0,2005
NICOBAR,0,2005
CHANDIGARH,0,2005
"D and N HAVELI",0,2005
DAMAN,0,2005
DIU,0,2005
CENTRAL,0,2005
DRP,0,2005
EAST,0,2005
"IGI AIRPORT",0,2005
"NEW DELHI",0,2005
NORTH,0,2005
NORTH-EAST,0,2005
NORTH-WEST,0,2005
SOUTH,0,2005
SOUTH-WEST,0,2005
"SPL CELL",0,2005
WEST,0,2005
LAKSHADWEEP,0,2005
PONDICHERRY,0,2005
ADILABAD,0,2006
ANANTAPUR,0,2006
CHITTOOR,0,2006
CUDDAPAH,0,2006
"EAST GODAVARI",0,2006
"GUNTAKAL RLY.",0,2006
GUNTUR,0,2006
"HYDERABAD CITY",0,2006
KHAMMAM,0,2006
KRISHNA,0,2006
KURNOOL,0,2006
MEDAK,0,2006
NIZAMABAD,0,2006
PRAKASHAM,0,2006
"RANGA REDDY",0,2006
"SECUNDERABAD RLY.",0,2006
SRIKAKULAM,0,2006
"VIJAYAWADA CITY",0,2006
"VIJAYAWADA RLY.",0,2006
"VISAKHA RURAL",0,2006
VISAKHAPATNAM,0,2006
VIZIANAGARAM,0,2006
"WEST GODAVARI",0,2006
CHANGLANG,0,2006
"DIBANG VALLEY",0,2006
K/KUMEY,0,2006
"KAMENG EAST",0,2006
"KAMENG WEST",0,2006
LOHIT,0,2006
"PAPUM PARE",0,2006
"SIANG EAST",0,2006
"SIANG UPPER",0,2006
"SIANG WEST",0,2006
"SUBANSIRI LOWER",0,2006
"SUBANSIRI UPPER",0,2006
TAWANG,0,2006
TIRAP,0,2006
"UPPER DIBANG VALLEY",0,2006
BARPETA,0,2006
BASKA,0,2006
BONGAIGAON,0,2006
C.I.D.,0,2006
CACHAR,0,2006
CHIRANG,0,2006
DARRANG,0,2006
DHUBRI,0,2006
DIBRUGARH,0,2006
G.R.P.,0,2006
GOALPARA,0,2006
"GUWAHATI CITY",0,2006
HAILAKANDI,0,2006
JORHAT,0,2006
KAMRUP,0,2006
"KARBI ANGLONG",0,2006
KARIMGANJ,0,2006
LAKHIMPUR,0,2006
MORIGAON,0,2006
NAGAON,0,2006
NALBARI,0,2006
R.P.O.,0,2006
SIBSAGAR,0,2006
TINSUKIA,0,2006
UDALGURI,0,2006
ARARIA,0,2006
ARWAL,0,2006
AURANGABAD,0,2006
BAGAHA,0,2006
BANKA,0,2006
BEGUSARAI,0,2006
BETTIAH,0,2006
BHABHUA,0,2006
BHAGALPUR,0,2006
BHOJPUR,0,2006
BUXAR,0,2006
DARBHANGA,0,2006
GAYA,0,2006
GOPALGANJ,0,2006
"JAMALPUR RLY.",0,2006
JAMUI,0,2006
JEHANABAD,0,2006
KATIHAR,0,2006
"KATIHAR RLY.",0,2006
KHAGARIA,0,2006
KISHANGANJ,0,2006
LAKHISARAI,0,2006
MADHEPURA,0,2006
MADHUBANI,0,2006
MOTIHARI,0,2006
MUNGER,0,2006
MUZAFFARPUR,0,2006
"MUZAFFARPUR RLY.",0,2006
NALANDA,0,2006
NAUGACHIA,0,2006
NAWADAH,0,2006
PATNA,0,2006
"PATNA RLY.",0,2006
PURNEA,0,2006
SAHARSA,0,2006
SAMASTIPUR,0,2006
SARAN,0,2006
SHEIKHPURA,0,2006
SHEOHAR,0,2006
SITAMARHI,0,2006
SIWAN,0,2006
SUPAUL,0,2006
VAISHALI,0,2006
BIZAPUR,0,2006
DANTEWARA,0,2006
DHAMTARI,0,2006
"GRP RAIPUR",0,2006
JASHPUR,0,2006
